abalone19_LR_normal_normal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49975903614457834	0.5	0.4987951807228916	0.4987951807228916	0.5	0.5	0.5	0.5
abalone19_SVMRBF_normal_normal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
abalone19_SVMPOLY_normal_normal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
abalone19_MLP_normal_normal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5



ecoli1_LR_normal_normal	0.6903448275862069	0.7857142857142856	0.5517241379310344	0.6666666666666666	0.7857142857142856	0.5517241379310344	0.7142857142857143	0.7333333333333334	0.7406593406593406	0.8461538461538461	0.5714285714285714	0.6666666666666666	0.8461538461538461	0.5714285714285714	0.8333333333333334	0.7857142857142857	0.6491666666666667	0.7333333333333333	0.5333333333333333	0.6666666666666666	0.7333333333333333	0.5333333333333333	0.625	0.6875	0.7899608341159395	0.8474358974358974	0.7089743589743589	0.7861635220125786	0.8474358974358974	0.7089743589743589	0.7928921568627451	0.8143382352941176
ecoli1_SVMRBF_normal_normal	0.22797803331859062	0.47619047619047616	0.0	0.47619047619047616	0.125	0.4210526315789474	0.0	0.11764705882352941	0.7666666666666667	1.0	0.0	0.8333333333333334	1.0	1.0	0.0	1.0	0.14583333333333331	0.3333333333333333	0.0	0.3333333333333333	0.06666666666666667	0.26666666666666666	0.0	0.0625	0.5710298742138364	0.6572327044025157	0.5	0.6572327044025157	0.5333333333333333	0.6333333333333333	0.5	0.53125
ecoli1_SVMPOLY_normal_normal	0.2425438596491228	0.4210526315789474	0.125	0.2222222222222222	0.125	0.4210526315789474	0.2222222222222222	0.2222222222222222	0.9333333333333332	1.0	0.6666666666666666	0.6666666666666666	1.0	1.0	1.0	1.0	0.14333333333333334	0.26666666666666666	0.06666666666666667	0.13333333333333333	0.06666666666666667	0.26666666666666666	0.125	0.125	0.5697798742138365	0.6333333333333333	0.5333333333333333	0.5572327044025157	0.5333333333333333	0.6333333333333333	0.5625	0.5625
ecoli1_MLP_normal_normal	0.29272979609266575	0.6896551724137931	0.0	0.23529411764705882	0.0	0.4210526315789474	0.11764705882352941	0.6896551724137931	0.7538461538461538	1.0	0.0	1.0	0.0	1.0	1.0	0.7692307692307693	0.21749999999999997	0.625	0.0	0.13333333333333333	0.0	0.26666666666666666	0.0625	0.625	0.6028676470588236	0.7830882352941176	0.5	0.5666666666666667	0.5	0.6333333333333333	0.53125	0.7830882352941176



glass0_LR_normal_normal	0.6002576489533011	0.7333333333333334	0.39999999999999997	0.39999999999999997	0.5925925925925927	0.6666666666666666	0.6086956521739131	0.7333333333333334	0.6511324786324787	0.8	0.375	0.375	0.6153846153846154	0.8	0.7777777777777778	0.6875	0.5714285714285714	0.7857142857142857	0.42857142857142855	0.42857142857142855	0.5714285714285714	0.5714285714285714	0.5	0.7857142857142857	0.7023399014778324	0.8035714285714285	0.541871921182266	0.541871921182266	0.6995073891625616	0.751231527093596	0.7155172413793104	0.8035714285714285
glass0_SVMRBF_normal_normal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
glass0_SVMPOLY_normal_normal	0.023529411764705882	0.11764705882352941	0.0	0.0	0.11764705882352941	0.0	0.0	0.0	0.06666666666666667	0.3333333333333333	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.014285714285714285	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.5002463054187192	0.5012315270935961	0.5	0.5	0.5012315270935961	0.5	0.5	0.5
glass0_MLP_normal_normal	0.3896653398201386	0.6428571428571429	0.23529411764705882	0.3333333333333333	0.3157894736842105	0.4210526315789473	0.23529411764705882	0.6428571428571429	0.6919047619047619	0.8	0.6	0.75	0.6	0.8	0.6666666666666666	0.6428571428571429	0.3	0.6428571428571429	0.14285714285714285	0.21428571428571427	0.21428571428571427	0.2857142857142857	0.14285714285714285	0.6428571428571429	0.6149014778325124	0.7321428571428571	0.5541871921182266	0.5899014778325122	0.5726600985221675	0.625615763546798	0.5541871921182266	0.7321428571428571



glass5_LR_normal_normal	0.13333333333333333	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.2	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.5451219512195122	0.75	0.47560975609756095	0.5	0.5	0.47560975609756095	0.5	0.75
glass5_SVMRBF_normal_normal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
glass5_SVMPOLY_normal_normal	0.13333333333333333	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.2	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.55	0.75	0.5	0.5	0.5	0.5	0.5	0.75
glass5_MLP_normal_normal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5



pageblocks1_LR_normal_normal	0.813095674625694	0.8548387096774194	0.7438016528925621	0.8548387096774194	0.7438016528925621	0.8032786885245902	0.85	0.8135593220338984	0.8918290823916959	0.9444444444444444	0.8181818181818182	0.9137931034482759	0.8181818181818182	0.8596491228070176	0.9444444444444444	0.9230769230769231	0.7477389277389278	0.803030303030303	0.6818181818181818	0.803030303030303	0.6818181818181818	0.7538461538461538	0.7727272727272727	0.7272727272727273	0.8709533502311235	0.8990856082692817	0.8360500044173512	0.8990856082692817	0.8360500044173512	0.8730358077296853	0.8849044923947648	0.8616908383445349
pageblocks1_SVMRBF_normal_normal	0.6603758678729224	0.7238095238095238	0.6391752577319588	0.653061224489796	0.64	0.6458333333333334	0.6391752577319588	0.7238095238095238	0.983107088989442	1.0	0.9411764705882353	1.0	0.9411764705882353	1.0	1.0	0.9743589743589743	0.4984149184149184	0.5757575757575758	0.4696969696969697	0.48484848484848486	0.48484848484848486	0.47692307692307695	0.4696969696969697	0.5757575757575758	0.7489158194831982	0.7873924065558306	0.7348484848484849	0.7424242424242424	0.7414524251258946	0.7384615384615385	0.7348484848484849	0.7873924065558306
